"hide";"cieId";"descripcion";"descripcionOriginal";"sinonimos";"especialidad";"subespecialidad"
"";"02.07";"EXTRACCION DE PLACA CRANEAL";"EXTRACCION DE PLACA CRANEAL";"";"NEUROCIRUGIA";""
"";"02.1";"REPARACION DE MENINGES CEREBRALES";"REPARACION DE MENINGES CEREBRALES";"";"NEUROCIRUGIA";""
"";"02.11";"SUTURA SIMPLE DE DURAMADRE CEREBRAL";"SUTURA SIMPLE DE DURAMADRE CEREBRAL";"";"NEUROCIRUGIA";""
"";"02.12";"OTRAS REPARACIONES DE MENINGES CEREBRALES";"OTRAS REPARACIONES DE MENINGES CEREBRALES";"";"NEUROCIRUGIA";""
"";"02.13";"LIGADURA DE VASO MENINGEO";"LIGADURA DE VASO MENINGEO";"";"NEUROCIRUGIA";""
"";"02.14";"PLEXECTOMIA COROIDEA";"PLEXECTOMIA COROIDEA";"";"NEUROCIRUGIA";""
"";"02.2";"VENTRICULOSTOMIA";"VENTRICULOSTOMIA";"";"NEUROCIRUGIA";""
"";"02.21";"INSERCIÓN O SUSTITUCIÓN DE DRENAJE VENTRICULAR EXTERNO [DVE]";"INSERCIÓN O SUSTITUCIÓN DE DRENAJE VENTRICULAR EXTERNO [DVE]";"";"NEUROCIRUGIA";""
"";"02.22";"DERIVACIÓN O ANASTOMOSIS VENTRICULAR INTRACRANEAL";"DERIVACIÓN O ANASTOMOSIS VENTRICULAR INTRACRANEAL";"";"NEUROCIRUGIA";""
"";"02.3";"DERIVACION VENTRICULAR EXTRACRANEAL";"DERIVACION VENTRICULAR EXTRACRANEAL";"";"NEUROCIRUGIA";""
"";"02.31";"DERIVACION VENTRICULAR A ESTRUCTURAS EN CABEZA Y CUELLO";"DERIVACION VENTRICULAR A ESTRUCTURAS EN CABEZA Y CUELLO";"";"NEUROCIRUGIA";""
"";"02.32";"DERIVACION VENTRICULAR AL APARATO CIRCULATORIO";"DERIVACION VENTRICULAR AL APARATO CIRCULATORIO";"";"NEUROCIRUGIA";""
"";"02.33";"DERIVACION VENTRICULAR A LA CAVIDAD TORACICA";"DERIVACION VENTRICULAR A LA CAVIDAD TORACICA";"";"NEUROCIRUGIA";""
"";"02.34";"DERIVACION VENTRICULAR A LA CAVIDAD Y ORGANOS ABDOMINALES";"DERIVACION VENTRICULAR A LA CAVIDAD Y ORGANOS ABDOMINALES";"";"NEUROCIRUGIA";""
"";"02.35";"DERIVACION VENTRICULAR AL APARATO URINARIO";"DERIVACION VENTRICULAR AL APARATO URINARIO";"";"NEUROCIRUGIA";""
"";"02.39";"DERIVACIÓN VENTRICULAR A LOCALIZACIÓN EXTRACRANEAL NCOC";"DERIVACIÓN VENTRICULAR A LOCALIZACIÓN EXTRACRANEAL NCOC";"";"NEUROCIRUGIA";""
"";"02.4";"REVISION, EXTRACCION E IRRIGACION DE DERIVACION VENTRICULAR";"REVISION, EXTRACCION E IRRIGACION DE DERIVACION VENTRICULAR";"";"NEUROCIRUGIA";""
"";"02.41";"IRRIGACION Y EXPLORACION DE DERIVACION VENTRICULAR";"IRRIGACION Y EXPLORACION DE DERIVACION VENTRICULAR";"";"NEUROCIRUGIA";""
"";"02.42";"SUSTITUCION DE DERIVACION VENTRICULAR";"SUSTITUCION DE DERIVACION VENTRICULAR";"";"NEUROCIRUGIA";""
"";"02.43";"EXTRACCION DE DERIVACION VENTRICULAR";"EXTRACCION DE DERIVACION VENTRICULAR";"";"NEUROCIRUGIA";""
"";"02.9";"OTRAS OPERACIONES SOBRE CRANEO, CEREBRO Y MENINGES CEREBRALE";"OTRAS OPERACIONES SOBRE CRANEO, CEREBRO Y MENINGES CEREBRALE";"";"NEUROCIRUGIA";""
"";"02.91";"LISIS DE ADHERENCIAS CORTICALES";"LISIS DE ADHERENCIAS CORTICALES";"";"NEUROCIRUGIA";""
"";"02.92";"REPARACION CEREBRAL";"REPARACION CEREBRAL";"";"NEUROCIRUGIA";""
"";"02.93";"IMPLANTACION O SUSTITUCION DE AGUJA(S) DE NEUROESTIMULADOR INTRACRANEAL";"IMPLANTACION O SUSTITUCION DE AGUJA(S) DE NEUROESTIMULADOR INTRACRANEAL";"";"NEUROCIRUGIA";""
"";"02.94";"COLOCACION O SUSTITUCION DE COMPAS O DE HALO CRANEAL";"COLOCACION O SUSTITUCION DE COMPAS O DE HALO CRANEAL";"";"NEUROCIRUGIA";""
"";"02.95";"EXTRACCION DE COMPAS O HALO CRANEAL";"EXTRACCION DE COMPAS O HALO CRANEAL";"";"NEUROCIRUGIA";""
"";"02.96";"INSERCION DE ELECTRODOS ESFENOIDALES";"INSERCION DE ELECTRODOS ESFENOIDALES";"";"NEUROCIRUGIA";""
"";"02.99";"OTRA OPERACION SOBRE CRANEO,CEREBRO Y MENINGES CEREBRALES";"OTRA OPERACION SOBRE CRANEO,CEREBRO Y MENINGES CEREBRALES";"";"NEUROCIRUGIA";""
"";"03.0";"EXPLORACION Y DESCOMPRESION DE ESTRUCTURAS DEL CANAL ESPINAL";"EXPLORACION Y DESCOMPRESION DE ESTRUCTURAS DEL CANAL ESPINAL";"";"NEUROCIRUGIA";""
"";"03.01";"EXTRACCION DE CUERPO EXTRAÑO DEL CANAL ESPINAL";"EXTRACCION DE CUERPO EXTRAÑO DEL CANAL ESPINAL";"";"NEUROCIRUGIA";""
"";"03.02";"REAPERTURA DE SITIO DE LAMINECTOMIA";"REAPERTURA DE SITIO DE LAMINECTOMIA";"";"NEUROCIRUGIA";""
"";"03.09";"OTRA EXPLORACION Y DESCOMPRESION DEL CANAL ESPINAL";"OTRA EXPLORACION Y DESCOMPRESION DEL CANAL ESPINAL";"";"NEUROCIRUGIA";""
"";"03.1";"DIVISION DE RAIZ DE NERVIO INTRAESPINAL";"DIVISION DE RAIZ DE NERVIO INTRAESPINAL";"";"NEUROCIRUGIA";""
"";"03.2";"CORDOTOMIA";"CORDOTOMIA";"";"NEUROCIRUGIA";""
"";"03.21";"CORDOTOMIA PERCUTANEA";"CORDOTOMIA PERCUTANEA";"";"NEUROCIRUGIA";""
"";"03.29";"OTRA CORDOTOMIA";"OTRA CORDOTOMIA";"";"NEUROCIRUGIA";""
"";"03.3";"PROC.DIAGNOSTICOS SOBRE MEDULA ESPINAL Y ESTRUC. CANAL ESPIN";"PROC.DIAGNOSTICOS SOBRE MEDULA ESPINAL Y ESTRUC. CANAL ESPIN";"";"NEUROCIRUGIA";""
"";"03.31";"PUNCION ESPINAL";"PUNCION ESPINAL";"";"NEUROCIRUGIA";""
"";"03.32";"BIOPSIA DE MEDULA ESPINAL O MENINGES ESPINALES";"BIOPSIA DE MEDULA ESPINAL O MENINGES ESPINALES";"";"NEUROCIRUGIA";""
"";"03.39";"OTROS PROCED.DIAGN.SOBRE LA MEDUL.ESPIN.Y ESTRUC.DEL CANAL E";"OTROS PROCED.DIAGN.SOBRE LA MEDUL.ESPIN.Y ESTRUC.DEL CANAL E";"";"NEUROCIRUGIA";""
"";"03.4";"EXCISION O DESTRUCCION LESION MEDULA ESPINAL/MENINGES ESPINA";"EXCISION O DESTRUCCION LESION MEDULA ESPINAL/MENINGES ESPINA";"";"NEUROCIRUGIA";""
"";"03.5";"OPERACIONES PLASTICAS SOBRE ESTRUCTURAS DE LA MEDULA";"OPERACIONES PLASTICAS SOBRE ESTRUCTURAS DE LA MEDULA";"";"NEUROCIRUGIA";""
"";"03.51";"REPARACION DE MENINGOCELE ESPINAL";"REPARACION DE MENINGOCELE ESPINAL";"";"NEUROCIRUGIA";""
"";"03.52";"REPARACION DE MIELOMENINGOCELE ESPINAL";"REPARACION DE MIELOMENINGOCELE ESPINAL";"";"NEUROCIRUGIA";""
"";"03.53";"REPARACION DE FRACTURA VERTEBRAL";"REPARACION DE FRACTURA VERTEBRAL";"";"NEUROCIRUGIA";""
"";"03.59";"OTRAS OPER. DE REPAR. Y PLASTIC. SOBRE ESTRUC. DEL CANAL ESP";"OTRAS OPER. DE REPAR. Y PLASTIC. SOBRE ESTRUC. DEL CANAL ESP";"";"NEUROCIRUGIA";""
"";"03.6";"LISIS DE ADHERENCIAS MEDULA ESPINAL Y RAICES NERVIOS ESPINAL";"LISIS DE ADHERENCIAS MEDULA ESPINAL Y RAICES NERVIOS ESPINAL";"";"NEUROCIRUGIA";""
"";"03.7";"DERIVACION DE TECA ESPINAL";"DERIVACION DE TECA ESPINAL";"";"NEUROCIRUGIA";""
"";"03.71";"DERIVACION SUBARACNOIDE PERITONEAL ESPINAL";"DERIVACION SUBARACNOIDE PERITONEAL ESPINAL";"";"NEUROCIRUGIA";""
"";"03.72";"DERIVACION SUBARACNOIDE URETERAL ESPINAL";"DERIVACION SUBARACNOIDE URETERAL ESPINAL";"";"NEUROCIRUGIA";""
"";"03.79";"OTRA DERIVACION DE TECA ESPINAL";"OTRA DERIVACION DE TECA ESPINAL";"";"NEUROCIRUGIA";""
"";"03.8";"INYECCION DE AGENTE DESTRUCTIVO EN EL CANAL ESPINAL";"INYECCION DE AGENTE DESTRUCTIVO EN EL CANAL ESPINAL";"";"NEUROCIRUGIA";""
"";"03.9";"OTRAS OPERACIONES S/MEDULA ESPINAL Y ESTRUCTURAS CANAL ESPIN";"OTRAS OPERACIONES S/MEDULA ESPINAL Y ESTRUCTURAS CANAL ESPIN";"";"NEUROCIRUGIA";""
"";"03.90";"INSERCION CETETER COND.ESPINAL PARA INF.SUST.TERAP.Y PALIATI";"INSERCION CETETER COND.ESPINAL PARA INF.SUST.TERAP.Y PALIATI";"";"NEUROCIRUGIA";""
"";"03.91";"INYECCION DE ANESTESICO EN CANAL ESPINAL PARA ANALGESIA";"INYECCION DE ANESTESICO EN CANAL ESPINAL PARA ANALGESIA";"";"NEUROCIRUGIA";""
"";"03.92";"INYECCION DE OTRO AGENTE EN CANAL ESPINAL";"INYECCION DE OTRO AGENTE EN CANAL ESPINAL";"";"NEUROCIRUGIA";""
"";"03.93";"INSERCION, IMPLANTACION O SUSTITUCION DE AGUJA(S) DE NEUROESTIMULADOR MEDULAR";"INSERCION, IMPLANTACION O SUSTITUCION DE AGUJA(S) DE NEUROESTIMULADOR MEDULAR";"";"NEUROCIRUGIA";""
"";"03.94";"EXTRACCION DE AGUJA(S) DE NEUROESTIMULADOR MEDULAR";"EXTRACCION DE AGUJA(S) DE NEUROESTIMULADOR MEDULAR";"";"NEUROCIRUGIA";""
"";"03.95";"PARCHE HEMATICO ESPINAL";"PARCHE HEMATICO ESPINAL";"";"NEUROCIRUGIA";""
"";"03.96";"DENERVACION PERCUTANEA DE FACETA";"DENERVACION PERCUTANEA DE FACETA";"";"NEUROCIRUGIA";""
"";"03.97";"REVISION DE DERIVACION DE TECA ESPINAL";"REVISION DE DERIVACION DE TECA ESPINAL";"";"NEUROCIRUGIA";""
"";"03.98";"EXTRACCION DE DERIVACION DE TECA ESPINAL";"EXTRACCION DE DERIVACION DE TECA ESPINAL";"";"NEUROCIRUGIA";""
"";"03.99";"OTRAS OPERACIONES SOBRE MEDULA ESPINAL NCOC";"OTRAS OPERACIONES SOBRE MEDULA ESPINAL NCOC";"";"NEUROCIRUGIA";""
"";"04.0";"INCISION, DIVISION Y EXCISION DE NERVIOS CRANELAES Y PERIFER";"INCISION, DIVISION Y EXCISION DE NERVIOS CRANELAES Y PERIFER";"";"NEUROCIRUGIA";""
"";"04.01";"EXCISION DE NEUROMA ACUSTICO";"EXCISION DE NEUROMA ACUSTICO";"";"NEUROCIRUGIA";""
"";"04.02";"SECCION DE NERVIO TRIGEMINO";"SECCION DE NERVIO TRIGEMINO";"";"NEUROCIRUGIA";""
"";"04.03";"SECCION APLASTAMIENTO DE OTROS NERVIOS CRANEALES Y PERIFERIC";"SECCION APLASTAMIENTO DE OTROS NERVIOS CRANEALES Y PERIFERIC";"";"NEUROCIRUGIA";""
"";"04.04";"OTRAS INCISIONES DE NERVIOS CRANEALES Y PERIFERICOS";"OTRAS INCISIONES DE NERVIOS CRANEALES Y PERIFERICOS";"";"NEUROCIRUGIA";""
"";"04.05";"GANGLIONECTOMIA DE GASSER";"GANGLIONECTOMIA DE GASSER";"";"NEUROCIRUGIA";""
"";"04.06";"OTRAS GANGLIONECTOMIAS CRANEALES O PERIFERICAS";"OTRAS GANGLIONECTOMIAS CRANEALES O PERIFERICAS";"";"NEUROCIRUGIA";""
"";"04.07";"OTRAS EXCISIONES O EVULSIONES DE NERVIOS CRANEALES O PERIFER";"OTRAS EXCISIONES O EVULSIONES DE NERVIOS CRANEALES O PERIFER";"";"NEUROCIRUGIA";""
"";"04.1";"PROCEDIMIENTOS DIAGNOSTICOS SOBRE SISTEMA NERVIOSO PERIFERIC";"PROCEDIMIENTOS DIAGNOSTICOS SOBRE SISTEMA NERVIOSO PERIFERIC";"";"NEUROCIRUGIA";""
"";"04.11";"BIOPSIA PERCUTANEA DE NERVIO O GANGLIO CRANEAL O SIMPATICO";"BIOPSIA PERCUTANEA DE NERVIO O GANGLIO CRANEAL O SIMPATICO";"";"NEUROCIRUGIA";""
"";"04.12";"BIOPSIA ABIERTA DE NERVIO O GANGLIO CRANEAL O PERIFERICO";"BIOPSIA ABIERTA DE NERVIO O GANGLIO CRANEAL O PERIFERICO";"";"NEUROCIRUGIA";""
"";"04.19";"OTROS PROC. DIAGN. SOBRE NERVIOS Y GANGLIOS CRANEALES Y PERI";"OTROS PROC. DIAGN. SOBRE NERVIOS Y GANGLIOS CRANEALES Y PERI";"";"NEUROCIRUGIA";""
"";"04.2";"DESTRUCCION DE NERVIOS CRANEALES Y PERIFERICOS";"DESTRUCCION DE NERVIOS CRANEALES Y PERIFERICOS";"";"NEUROCIRUGIA";""
"";"04.3";"SUTURA DE NERVIOS CRANEALES Y PERIFERICOS";"SUTURA DE NERVIOS CRANEALES Y PERIFERICOS";"";"NEUROCIRUGIA";""
"";"04.4";"LISIS ADHERENCIAS Y DESCOMPRESION NERVIOS CRANEALES/PERIFERI";"LISIS ADHERENCIAS Y DESCOMPRESION NERVIOS CRANEALES/PERIFERI";"";"NEUROCIRUGIA";""
"";"04.41";"DECOMPRESION DE RAIZ DE NERVIO TRIGEMINO";"DECOMPRESION DE RAIZ DE NERVIO TRIGEMINO";"";"NEUROCIRUGIA";""
"";"04.42";"DECOMPRESION DE OTRO NERVIO CRANEAL";"DECOMPRESION DE OTRO NERVIO CRANEAL";"";"NEUROCIRUGIA";""
"";"04.43";"LIBERACION DE TUNEL CARPIANO";"LIBERACION DE TUNEL CARPIANO";"";"NEUROCIRUGIA";""
"";"04.44";"LIBERACION DE TUNEL TARSAL";"LIBERACION DE TUNEL TARSAL";"";"NEUROCIRUGIA";""
"";"04.49";"OTRA DECOMPR. O LISIS DE ADHERENC. DE NERVIO O GANGLIO PERIF";"OTRA DECOMPR. O LISIS DE ADHERENC. DE NERVIO O GANGLIO PERIF";"";"NEUROCIRUGIA";""
"";"04.5";"INJERTO DE NERVIO CRANEAL O PERIFERICO";"INJERTO DE NERVIO CRANEAL O PERIFERICO";"";"NEUROCIRUGIA";""
"";"04.6";"TRANSPOSICION DE NERVIOS CRANEALES Y PERIFERICOS";"TRANSPOSICION DE NERVIOS CRANEALES Y PERIFERICOS";"";"NEUROCIRUGIA";""
"";"04.7";"OTRA NEUROPLASTIA CRANEAL O PERIFERICA";"OTRA NEUROPLASTIA CRANEAL O PERIFERICA";"";"NEUROCIRUGIA";""
"";"04.71";"ANASTOMOSIS HIPOGLOSO FACIAL";"ANASTOMOSIS HIPOGLOSO FACIAL";"";"NEUROCIRUGIA";""
"";"04.72";"ANASTOMOSIS ACCESORIO FACIAL";"ANASTOMOSIS ACCESORIO FACIAL";"";"NEUROCIRUGIA";""
"";"04.73";"ANASTOMOSIS ACCESORIO HIPOGLOSA";"ANASTOMOSIS ACCESORIO HIPOGLOSA";"";"NEUROCIRUGIA";""
"";"04.74";"OTRA ANASTOMOSIS DE NERVIO CRANEAL O PERIFERICO";"OTRA ANASTOMOSIS DE NERVIO CRANEAL O PERIFERICO";"";"NEUROCIRUGIA";""
"";"04.75";"REVISION DE REPARACION ANTERIOR DE NERVIOS CRANEALES Y PERIF";"REVISION DE REPARACION ANTERIOR DE NERVIOS CRANEALES Y PERIF";"";"NEUROCIRUGIA";""
"";"04.76";"REPARACION DE HERIDA TRAUM. ANTIGUA DE NERV.CRANEALES Y PERI";"REPARACION DE HERIDA TRAUM. ANTIGUA DE NERV.CRANEALES Y PERI";"";"NEUROCIRUGIA";""
"";"04.79";"OTRAS NEUROPLASTIAS";"OTRAS NEUROPLASTIAS";"";"NEUROCIRUGIA";""
"";"04.8";"INYECCION DENTRO DE NERVIO PERIFERICO";"INYECCION DENTRO DE NERVIO PERIFERICO";"";"NEUROCIRUGIA";""
"";"04.80";"INYECCION DE NERVIO PERIFERICO, NO ESPECIFICADA DE OTRA MANE";"INYECCION DE NERVIO PERIFERICO, NO ESPECIFICADA DE OTRA MANE";"";"NEUROCIRUGIA";""
"";"04.81";"INYECC. DE ANESTESIA DENTRO DE NERV. PERIF. CON FIN ANALGESI";"INYECC. DE ANESTESIA DENTRO DE NERV. PERIF. CON FIN ANALGESI";"";"NEUROCIRUGIA";""
"";"04.89";"INYECCION DE OTRO AGENTE, SALVO NEUROLITICO";"INYECCION DE OTRO AGENTE, SALVO NEUROLITICO";"";"NEUROCIRUGIA";""
"";"04.9";"OTRAS OPERACIONES SOBRE NERVIOS CRANEALES Y PERIFERICOS";"OTRAS OPERACIONES SOBRE NERVIOS CRANEALES Y PERIFERICOS";"";"NEUROCIRUGIA";""
"";"04.91";"NEURECTASIA";"NEURECTASIA";"";"NEUROCIRUGIA";""
"";"04.92";"COLOCACION O SUSTITUCION DE AGUJA(S) DE NEUROESTIMULADOR PERIFERICO";"COLOCACION O SUSTITUCION DE AGUJA(S) DE NEUROESTIMULADOR PERIFERICO";"";"NEUROCIRUGIA";""
"";"04.93";"EXTRACCION DE AGUJA(S) DE NEUROESTIMULADOR PERIFERICO";"EXTRACCION DE AGUJA(S) DE NEUROESTIMULADOR PERIFERICO";"";"NEUROCIRUGIA";""
"";"04.99";"OTRAS OPERACIONES SOBRE NSERVIOS CRANEALES NCOC";"OTRAS OPERACIONES SOBRE NSERVIOS CRANEALES NCOC";"";"NEUROCIRUGIA";""
"";"05.0";"DIVISION DE NERVIO O GANGLIO SIMPATICO";"DIVISION DE NERVIO O GANGLIO SIMPATICO";"";"NEUROCIRUGIA";""
"";"05.1";"PROCEDIMIENTOS DIAGNOSTICOS SOBRE NERVIOS O GANGLIOS SIMPATI";"PROCEDIMIENTOS DIAGNOSTICOS SOBRE NERVIOS O GANGLIOS SIMPATI";"";"NEUROCIRUGIA";""
"";"05.11";"BIOPSIA DE NERVIO O GANGLIO SIMPATICO";"BIOPSIA DE NERVIO O GANGLIO SIMPATICO";"";"NEUROCIRUGIA";""
"";"05.19";"OTROS PROCED. DIAGNOSTICOS SOBRE NERVIOS O GANGLIOS SIMPATIC";"OTROS PROCED. DIAGNOSTICOS SOBRE NERVIOS O GANGLIOS SIMPATIC";"";"NEUROCIRUGIA";""
"";"05.2";"SIMPATECTOMIA";"SIMPATECTOMIA";"";"NEUROCIRUGIA";""
"";"05.21";"GANGLIONECTOMIA ESFENOPALATINA";"GANGLIONECTOMIA ESFENOPALATINA";"";"NEUROCIRUGIA";""
"";"05.22";"SIMPATECTOMIA CERVICAL";"SIMPATECTOMIA CERVICAL";"";"NEUROCIRUGIA";""
"";"05.23";"SIMPATECTOMIA LUMBAR";"SIMPATECTOMIA LUMBAR";"";"NEUROCIRUGIA";""
"";"05.24";"SIMPATECTOMIA PRESACRAL";"SIMPATECTOMIA PRESACRAL";"";"NEUROCIRUGIA";""
"";"05.25";"SIMPATECTOMIA PERIARTERIAL";"SIMPATECTOMIA PERIARTERIAL";"";"NEUROCIRUGIA";""
"";"05.29";"OTRAS SIMPATECTOMIAS Y GANGLIONECTOMIAS";"OTRAS SIMPATECTOMIAS Y GANGLIONECTOMIAS";"";"NEUROCIRUGIA";""
"";"05.3";"INYECCION EN NERVIO O GANGLIO SIMPATICO";"INYECCION EN NERVIO O GANGLIO SIMPATICO";"";"NEUROCIRUGIA";""
"";"05.31";"INYECCION DE ANESTESICO EN NERVIO SIMPATICO CON FIN ANALGESI";"INYECCION DE ANESTESICO EN NERVIO SIMPATICO CON FIN ANALGESI";"";"NEUROCIRUGIA";""
"";"05.32";"INYECCION DE AGENTE NEUROLITICO EN NERVIO SIMPATICO";"INYECCION DE AGENTE NEUROLITICO EN NERVIO SIMPATICO";"";"NEUROCIRUGIA";""
"";"05.39";"OTRA INYECCION EN NERVIO O GANGLIO SIMPATICO";"OTRA INYECCION EN NERVIO O GANGLIO SIMPATICO";"";"NEUROCIRUGIA";""
"";"05.8";"OTRAS OPERACIONES SOBRE NERVIOS O GANGLIOS SIMPATICOS";"OTRAS OPERACIONES SOBRE NERVIOS O GANGLIOS SIMPATICOS";"";"NEUROCIRUGIA";""
"";"05.81";"REPARACION DE NERVIO O GANGLIO SIMPATICO";"REPARACION DE NERVIO O GANGLIO SIMPATICO";"";"NEUROCIRUGIA";""
"";"05.89";"OTRAS OPERACIONES SOBRE NERVIOS O GANGLIOS SIMPATICOS NCOC";"OTRAS OPERACIONES SOBRE NERVIOS O GANGLIOS SIMPATICOS NCOC";"";"NEUROCIRUGIA";""
"";"05.9";"OTRAS OPERACIONES SOBRE EL SISTEMA NERVIOSO";"OTRAS OPERACIONES SOBRE EL SISTEMA NERVIOSO";"";"NEUROCIRUGIA";""
"";"06.11";"BIOPSIA DE GLANDULA TIROIDES";"BIOPSIA PERCUTANEA (AGUJA) DE GLANDULA TIROIDES";"";"CIRGEN";"ENDOCRINO"
"";"06.13";"BIOPSIA DE GLANDULA PARATIROIDES";"BIOPSIA DE GLANDULA PARATIROIDES";"";"CIRGEN";"ENDOCRINO"
"";"06.2";"HEMITIROIDECTOMIA";"LOBECTOMIA TIROIDEA UNILATERAL";"";"CIRGEN";"ENDOCRINO"
"";"06.4";"TIROIDECTOMIA TOTAL";"TIROIDECTOMIA TOTAL";"";"CIRGEN";"ENDOCRINO"
"";"06.6";"EXCISION DE TIROIDES LINGUAL";"EXCISION DE TIROIDES LINGUAL";"";"CIRGEN";"ENDOCRINO"
"";"06.7";"EXCISION DEL CONDUCTO TIROGLOSO";"EXCISION DEL CONDUCTO TIROGLOSO";"";"CIRGEN";"ENDOCRINO"
"";"06.8";"PARATIROIDECTOMIA";"PARATIROIDECTOMIA";"";"CIRGEN";"ENDOCRINO"
"";"06.91";"DIVISION DEL ISTMO TIROIDEO";"DIVISION DEL ISTMO TIROIDEO";"";"CIRGEN";"ENDOCRINO"
"";"06.92";"LIGADURA DE VASOS TIROIDEOS";"LIGADURA DE VASOS TIROIDEOS";"";"CIRGEN";"ENDOCRINO"
"";"06.95";"REIMPLANTACION DE TEJIDO PARATIROIDEO";"REIMPLANTACION DE TEJIDO PARATIROIDEO";"";"CIRGEN";"ENDOCRINO"
"";"07.11";"BIOPSIA DE GLANDULA SUPRARRENAL";"BIOPSIA PERCUTANEA (AGUJA) DE GLANDULA SUPRARRENAL";"";"CIRGEN, UROLOGIA";"ENDOCRINO"
"";"07.13";"BIOPSIA DE GLANDULA PITUITARIA, ACCESO TRANSFRONTAL";"BIOPSIA DE GLANDULA PITUITARIA, ACCESO TRANSFRONTAL";"";"NEUROCIRUGIA";"ENDOCRINO"
"";"07.14";"BIOPSIA DE GLANDULA PITUITARIA, ACCESO TRANSESFENOIDAL";"BIOPSIA DE GLANDULA PITUITARIA, ACCESO TRANSESFENOIDAL";"";"NEUROCIRUGIA";"ENDOCRINO"
"";"07.15";"BIOPSIA DE GLANDULA PITUITARIA, ACCESO NO ESPECIFICADO";"BIOPSIA DE GLANDULA PITUITARIA, ACCESO NO ESPECIFICADO";"";"NEUROCIRUGIA";"ENDOCRINO"
"";"07.16";"BIOPSIA DE TIMO";"BIOPSIA DE TIMO";"";"CIRGEN, UROLOGIA";"ENDOCRINO"
"";"07.17";"BIOPSIA DE GLANDULA PINEAL";"BIOPSIA DE GLANDULA PINEAL";"";"NEUROCIRUGIA";"ENDOCRINO"
"";"07.2";"SUPRARRENALECTOMIA PARCIAL";"SUPRARRENALECTOMIA PARCIAL";"";"CIRGEN, UROLOGIA";"ENDOCRINO"
"";"07.22";"SUPRARRENALECTOMIA";"SUPRARRENALECTOMIA UNILATERAL";"";"CIRGEN, UROLOGIA";"ENDOCRINO"
"";"07.43";"LIGADURA DE VASOS SUPRARRENALES";"LIGADURA DE VASOS SUPRARRENALES";"";"CIRGEN, UROLOGIA";"ENDOCRINO"
"";"07.5";"OPERACIONES SOBRE GLANDULA PINEAL";"OPERACIONES SOBRE GLANDULA PINEAL";"";"NEUROCIRUGIA";""
"";"07.51";"EXPLORACION DEL AREA PINEAL";"EXPLORACION DEL AREA PINEAL";"";"NEUROCIRUGIA";""
"";"07.52";"INCISION DE GLANDULA PINEAL";"INCISION DE GLANDULA PINEAL";"";"NEUROCIRUGIA";""
"";"07.53";"EXCISION PARCIAL DE GLANDULA PINEAL";"EXCISION PARCIAL DE GLANDULA PINEAL";"";"NEUROCIRUGIA";""
"";"07.54";"EXCISION TOTAL DE GLANDULA PINEAL";"EXCISION TOTAL DE GLANDULA PINEAL";"";"NEUROCIRUGIA";""
"";"07.59";"OTRAS OPERACIONES SOBRE GLANDULA PINEAL";"OTRAS OPERACIONES SOBRE GLANDULA PINEAL";"";"NEUROCIRUGIA";""
"";"07.6";"HIPOFISECTOMIA";"HIPOFISECTOMIA";"";"NEUROCIRUGIA";""
"";"07.61";"EXCISION PARCIAL DE GLANDULA PITUITARIA, ACCESO TRANSFRONTAL";"EXCISION PARCIAL DE GLANDULA PITUITARIA, ACCESO TRANSFRONTAL";"";"NEUROCIRUGIA";""
"";"07.62";"EXCISION PARCIAL DE GLANDULA PITUITARIA, ACCESO TRANSESFENOI";"EXCISION PARCIAL DE GLANDULA PITUITARIA, ACCESO TRANSESFENOI";"";"NEUROCIRUGIA";""
"";"07.63";"EXCISION PARCIAL DE GLANDULA PITUITARIA, ACCESO NO ESPECIFIC";"EXCISION PARCIAL DE GLANDULA PITUITARIA, ACCESO NO ESPECIFIC";"";"NEUROCIRUGIA";""
"";"07.64";"EXCISION TOTAL DE GLANDULA PITUITARIA, ACCESO TRANSFRONTAL";"EXCISION TOTAL DE GLANDULA PITUITARIA, ACCESO TRANSFRONTAL";"";"NEUROCIRUGIA";""
"";"07.65";"EXCISION TOTAL DE GLANDULA PITUITARIA, ACCESO TRANSESFENOIDA";"EXCISION TOTAL DE GLANDULA PITUITARIA, ACCESO TRANSESFENOIDA";"";"NEUROCIRUGIA";""
"";"07.68";"EXCISION TOTAL DE GLANDULA PITUITARIA, OTRO ACCESO ESPECIFIC";"EXCISION TOTAL DE GLANDULA PITUITARIA, OTRO ACCESO ESPECIFIC";"";"NEUROCIRUGIA";""
"";"07.69";"EXCISION TOTAL DE GLANDULA PITUITARIA, ACCESO NO ESPECIFICAD";"EXCISION TOTAL DE GLANDULA PITUITARIA, ACCESO NO ESPECIFICAD";"";"NEUROCIRUGIA";""
"";"07.7";"OTRAS OPERACIONES SOBRE HIPOFISIS";"OTRAS OPERACIONES SOBRE HIPOFISIS";"";"NEUROCIRUGIA";""
"";"07.71";"EXPLORACION DE FOSA PITUITARIA";"EXPLORACION DE FOSA PITUITARIA";"";"NEUROCIRUGIA";""
"";"07.72";"INCISION DE GLANDULA PITUITARIA";"INCISION DE GLANDULA PITUITARIA";"";"NEUROCIRUGIA";""
"";"07.79";"OTRA OPERACION SOBRE HIPOFISIS NCOC";"OTRA OPERACION SOBRE HIPOFISIS NCOC";"";"NEUROCIRUGIA";""
"";"07.8";"TIMECTOMIA";"TIMECTOMIA";"";"CIRGEN, CIRTOR";""
